ID;Ano Nascimento;Escolaridade;Estado Civil;Salario Anual;Filhos em Casa;Adolescentes em Casa;Data Cadastro;Ano Cadastro;Mes Cadastro;Dias Desde Ultima Compra;Gasto com Eletronicos;Gasto com Brinquedos;Gasto com Moveis;Gasto com Utilidades;Gasto com Alimentos;Gasto com Vestuario;Numero de Compras com Desconto;Numero de Compras na Web;Numero de Compras via Catalogo;Numero de Compras na Loja;Numero Visitas WebSite Mes;Compra na Campanha 1;Compra na Campanha 2;Compra na Campanha 3;Compra na Campanha 4;Compra na Campanha 5;Comprou;Pais;Total Gasto
10839;1976;Curso Superior;Casado;36283.0;1;1;2021-02-04;2021;2;42;6;5;5;8;0;5;2;1;0;3;4;0;0;0;0;0;Não;Chile;29.0
5303;1974;Doutorado;Casado;79632.0;0;0;2018-08-04;2018;8;42;471;0;510;99;21;12;1;6;4;9;2;0;0;0;0;0;Não;Espanha;1113.0
9829;1978;Curso Superior;Casado;28587.0;1;0;2018-12-02;2018;12;42;22;4;17;12;10;13;3;2;0;4;6;0;0;0;0;0;Não;Estados Unidos;78.0
10469;1981;Curso Superior;Casado;88325.0;0;0;2018-05-02;2018;5;42;519;71;860;93;27;53;1;6;2;9;2;0;0;0;0;0;Não;Argentina;1623.0
3602;1958;Mestrado;Solteiro;51412.0;0;1;2023-08-12;2023;8;42;140;3;29;4;5;14;2;3;2;4;4;0;0;0;0;0;Não;Estados Unidos;195.0
4756;1952;Segundo Grau;Divorciado;63998.0;0;0;2022-05-12;2022;5;42;176;29;818;0;33;112;1;7;6;11;4;0;0;0;0;0;Sim;Estados Unidos;1168.0
8181;1978;Segundo Grau;Solteiro;38593.0;1;0;2023-07-09;2023;7;42;51;12;49;17;24;24;3;4;1;3;8;0;0;0;0;0;Não;Estados Unidos;177.0
6958;1977;Mestrado;Solteiro;27889.0;1;0;2020-05-07;2020;5;42;14;0;4;0;0;8;1;1;1;2;6;0;0;0;0;0;Não;Brasil;26.0
10856;1980;Segundo Grau;Solteiro;45889.0;0;1;2020-02-07;2020;2;42;31;0;6;0;1;8;1;1;0;3;6;0;0;0;0;0;Não;Chile;46.0
3321;1967;Doutorado;Casado;56575.0;0;2;2020-05-05;2020;5;42;421;5;90;0;16;10;3;7;3;7;5;0;0;0;0;0;Não;Chile;542.0
5394;1979;Primeiro Grau;Solteiro;16014.0;1;1;2023-02-03;2023;2;42;3;9;4;7;8;7;4;1;1;4;3;0;0;0;0;0;Não;Estados Unidos;38.0
433;1958;Mestrado;Solteiro;61331.0;1;1;2020-10-03;2020;10;42;534;5;47;0;5;41;5;11;1;6;8;0;0;0;0;0;Não;Chile;632.0
6320;1976;Mestrado;Solteiro;70893.0;0;0;2020-06-02;2020;6;42;768;44;561;77;44;14;1;6;6;10;3;0;0;0;0;0;Não;Estados Unidos;1508.0
5376;1979;Curso Superior;Solteiro;2447.0;1;0;2020-06-01;2020;6;42;1;1;1725;1;1;1;15;0;28;0;1;0;0;0;0;0;Não;Portugal;1730.0
1867;1957;Curso Superior;Solteiro;64849.0;0;0;2022-07-11;2022;7;42;652;48;350;94;84;108;1;9;3;6;5;0;0;0;0;0;Sim;Estados Unidos;1336.0
4324;1989;Curso Superior;Solteiro;42387.0;1;0;2022-09-10;2022;9;42;235;0;235;19;4;191;5;8;1;7;8;0;0;0;0;0;Não;Estados Unidos;684.0
3661;1995;Segundo Grau;Solteiro;80617.0;0;0;2019-04-10;2019;4;42;594;51;631;72;55;32;1;4;6;8;2;0;0;0;0;0;Não;Argentina;1435.0
521;1985;Curso Superior;Casado;54006.0;1;0;2022-04-09;2022;4;42;174;77;203;6;24;97;2;8;1;7;7;0;0;0;0;0;Não;Estados Unidos;581.0
10403;1978;Curso Superior;Casado;16531.0;1;0;2021-04-06;2021;4;43;2;13;6;7;5;11;3;3;0;3;7;0;0;0;0;0;Não;Chile;44.0
7186;1966;Doutorado;Casado;30843.0;1;1;2021-03-05;2021;3;43;24;0;2;0;0;9;2;1;1;2;5;1;0;0;0;0;Não;Argentina;35.0
4329;1984;Doutorado;Solteiro;18988.0;1;0;2021-04-05;2021;4;43;6;0;6;2;1;1;2;1;0;3;7;0;0;0;0;0;Não;Brasil;16.0
4394;1965;Doutorado;Solteiro;81051.0;0;0;2021-04-05;2021;4;43;1142;29;249;38;29;14;1;5;5;12;2;0;1;1;0;0;Não;Estados Unidos;1501.0
1717;1988;Curso Superior;Solteiro;39747.0;1;0;2021-07-04;2021;7;43;80;15;93;20;13;52;3;5;1;4;8;0;0;0;0;0;Não;Espanha;273.0
1016;1959;Doutorado;Solteiro;34554.0;0;1;2021-02-03;2021;2;43;41;1;6;2;0;5;2;2;0;3;6;0;0;0;0;0;Não;Chile;55.0
3783;1959;Doutorado;Solteiro;52854.0;1;1;2021-04-03;2021;4;43;105;0;10;0;1;0;2;2;1;4;5;0;0;0;0;0;Não;Espanha;116.0
5848;1970;Curso Superior;Casado;81205.0;0;0;2021-07-01;2021;7;43;724;74;929;97;55;130;1;5;6;7;2;1;0;1;0;1;Sim;Argentina;2009.0
10727;1970;Doutorado;Solteiro;69084.0;1;0;2023-01-11;2023;1;43;1181;107;199;39;30;30;2;7;3;13;8;0;0;0;0;0;Não;Estados Unidos;1586.0
5299;1970;Doutorado;Solteiro;69084.0;1;0;2023-01-11;2023;1;43;1181;107;199;39;30;30;2;7;3;13;8;0;0;0;0;0;Não;Estados Unidos;1586.0
6872;1974;Doutorado;Solteiro;65352.0;0;1;2023-01-08;2023;1;43;284;3;84;4;7;23;2;4;2;8;4;0;0;0;0;0;Não;Espanha;405.0
1143;1972;Curso Superior;Solteiro;22063.0;1;0;2020-08-08;2020;8;43;7;10;13;3;11;11;2;2;0;3;7;0;0;0;0;0;Não;Chile;55.0
10381;1979;Curso Superior;Solteiro;47691.0;0;1;2020-05-07;2020;5;43;14;0;3;0;0;4;1;1;0;2;6;0;0;0;0;0;Não;Estados Unidos;21.0
11007;1968;Doutorado;Solteiro;29187.0;1;0;2020-09-05;2020;9;43;26;0;6;0;0;2;1;1;0;3;8;0;0;0;0;0;Não;Estados Unidos;34.0
9145;1972;Curso Superior;Solteiro;72504.0;0;1;2020-06-04;2020;6;43;604;26;470;123;161;94;2;5;9;6;2;0;0;0;0;0;Não;Chile;1478.0
5267;1970;Curso Superior;Divorciado;33986.0;1;0;2023-02-03;2023;2;43;16;2;18;2;1;5;1;1;0;3;7;0;0;0;0;0;Não;Estados Unidos;44.0
9738;1986;Mestrado;Casado;42386.0;1;0;2023-07-01;2023;7;43;65;4;16;0;4;11;1;3;0;3;8;0;0;0;0;0;Não;Espanha;100.0
10212;1986;Mestrado;Casado;42386.0;1;0;2023-07-01;2023;7;43;65;4;16;0;4;11;1;3;0;3;8;0;0;0;0;0;Não;Argentina;100.0
10010;1953;Doutorado;Divorciado;36957.0;1;1;2019-06-09;2019;6;43;100;2;16;2;1;31;4;3;2;2;9;0;0;0;0;0;Sim;Brasil;152.0
10069;1988;Primeiro Grau;Casado;13724.0;1;0;2022-08-08;2022;8;43;2;7;5;2;15;27;1;2;0;2;9;1;0;0;0;0;Não;Espanha;58.0
2694;1967;Curso Superior;Solteiro;42664.0;0;1;2021-04-03;2021;4;44;21;0;3;0;0;0;1;1;0;3;6;0;0;0;0;0;Não;Estados Unidos;24.0
10613;1958;Doutorado;Casado;37334.0;1;1;2021-03-02;2021;3;44;26;1;16;2;2;15;4;3;0;4;4;0;0;0;0;0;Não;Estados Unidos;62.0
4646;1951;Segundo Grau;Solteiro;78497.0;0;0;2020-01-12;2020;1;44;207;26;447;75;0;223;1;5;7;12;2;0;0;0;1;0;Não;Chile;978.0
6935;1951;Segundo Grau;Solteiro;78497.0;0;0;2020-01-12;2020;1;44;207;26;447;75;0;223;1;5;7;12;2;0;0;0;1;0;Não;Argentina;978.0
5596;1956;Segundo Grau;Casado;58821.0;0;1;2020-04-10;2020;4;44;513;14;154;19;0;28;1;9;2;9;6;0;0;0;0;0;Não;Espanha;728.0
1044;1953;Curso Superior;Casado;58398.0;0;0;2023-02-05;2023;2;44;299;5;201;21;21;49;3;5;4;8;4;0;0;0;0;0;Não;Brasil;596.0
9274;1961;Mestrado;Solteiro;80950.0;0;0;2023-01-03;2023;1;44;525;147;112;219;147;63;1;6;7;9;2;0;0;0;1;0;Não;Espanha;1213.0
9076;1980;Doutorado;Solteiro;30732.0;1;0;2020-05-01;2020;5;44;155;1;25;0;1;3;4;4;1;4;8;0;0;0;0;0;Não;Espanha;185.0
4947;1966;Segundo Grau;Solteiro;89572.0;0;0;2022-03-09;2022;3;44;606;24;974;197;194;64;1;7;7;9;4;0;1;0;1;0;Sim;Estados Unidos;2059.0
10176;1968;Curso Superior;Solteiro;57107.0;0;1;2022-04-08;2022;4;44;159;0;120;0;0;137;7;4;4;8;8;0;1;0;0;1;Sim;Estados Unidos;416.0
3507;1970;Curso Superior;Solteiro;76467.0;1;0;2022-02-08;2022;2;44;676;161;426;210;44;58;2;2;5;5;6;0;0;0;0;0;Sim;Portugal;1575.0
9235;1957;Curso Superior;Solteiro;52290.85259969712;1;1;2021-03-05;2021;3;45;7;0;8;2;0;1;1;1;0;2;7;0;0;0;0;0;Não;Alemanha;18.0
10341;1948;Curso Superior;Casado;51315.0;0;0;2021-04-02;2021;4;45;68;28;39;16;30;41;1;2;2;5;2;0;0;0;0;0;Não;Brasil;222.0
2639;1966;Curso Superior;Solteiro;43602.0;1;1;2018-10-01;2018;10;45;19;5;12;10;3;19;3;3;1;2;6;0;0;0;0;0;Não;Espanha;68.0
6201;1978;Curso Superior;Solteiro;38643.0;1;1;2023-07-11;2023;7;45;22;2;14;0;1;10;2;2;0;3;7;0;0;0;0;0;Não;Estados Unidos;49.0
7397;1951;Curso Superior;Solteiro;49090.0;0;1;2023-01-07;2023;1;45;494;5;82;7;0;100;3;7;2;9;7;0;0;0;0;0;Não;Estados Unidos;688.0
2181;1970;Curso Superior;Solteiro;70617.0;0;0;2023-04-06;2023;4;45;353;61;753;40;46;27;1;3;3;7;2;0;0;0;0;0;Não;Estados Unidos;1280.0
1204;1970;Doutorado;Solteiro;67536.0;0;1;2023-04-05;2023;4;45;1253;0;447;23;71;35;3;11;5;11;8;0;0;0;1;0;Não;Espanha;1829.0
1170;1975;Curso Superior;Solteiro;27573.0;1;0;2023-04-03;2023;4;45;50;15;110;39;15;15;4;5;1;4;8;0;0;0;0;0;Não;Estados Unidos;244.0
8812;1979;Segundo Grau;Divorciado;13533.0;1;0;2020-10-03;2020;10;45;12;3;8;8;0;17;2;2;0;3;7;0;0;0;0;0;Não;Estados Unidos;48.0
4690;1953;Curso Superior;Solteiro;50725.0;0;1;2023-07-02;2023;7;45;443;10;75;0;10;48;4;8;1;8;8;0;0;0;0;0;Não;Chile;586.0
1715;1978;Curso Superior;Casado;25851.0;1;0;2020-11-02;2020;11;45;9;4;18;7;5;5;2;2;0;3;7;0;0;0;0;0;Não;Brasil;48.0
10821;1978;Curso Superior;Solteiro;57113.0;1;1;2020-06-02;2020;6;45;182;4;33;0;2;42;6;4;1;5;7;0;0;0;0;0;Não;Estados Unidos;263.0
6543;1945;Mestrado;Casado;62847.0;0;0;2023-03-01;2023;3;45;521;168;706;80;76;61;1;3;6;4;2;0;0;0;0;0;Não;Chile;1612.0
7119;1982;Curso Superior;Solteiro;68627.0;0;0;2018-12-01;2018;12;45;395;15;263;60;54;38;1;2;3;6;1;0;0;0;0;0;Não;Espanha;825.0
3518;1983;Curso Superior;Solteiro;25271.0;1;0;2019-05-12;2019;5;45;10;1;18;10;4;7;1;1;1;2;9;0;0;0;0;0;Não;Argentina;50.0
1245;1966;Curso Superior;Solteiro;63810.0;0;1;2019-11-11;2019;11;45;977;12;253;16;12;101;4;4;3;12;8;0;1;0;0;0;Não;Estados Unidos;1371.0
2561;1966;Curso Superior;Solteiro;63810.0;0;1;2019-11-11;2019;11;45;977;12;253;16;12;101;4;4;3;12;8;0;1;0;0;0;Não;Alemanha;1371.0
9624;1958;Doutorado;Casado;65488.0;0;0;2021-07-06;2021;7;46;603;45;207;36;18;54;1;3;4;6;1;0;0;0;0;0;Não;Estados Unidos;963.0
10509;1955;Mestrado;Solteiro;36927.0;1;1;2018-02-06;2018;2;46;51;0;16;0;0;4;2;3;0;3;8;0;0;0;0;0;Não;Portugal;71.0
7629;1977;Curso Superior;Solteiro;22108.0;1;1;2018-08-05;2018;8;46;5;3;9;6;2;6;2;2;0;3;7;0;0;0;0;0;Não;Estados Unidos;31.0
7875;1949;Curso Superior;Solteiro;72025.0;0;0;2021-07-04;2021;7;46;967;0;617;43;50;0;1;4;8;13;2;0;1;1;1;0;Sim;Brasil;1677.0
2815;1975;Curso Superior;Solteiro;33183.0;1;0;2021-04-02;2021;4;46;7;5;39;17;15;37;2;4;0;3;7;0;0;0;0;0;Não;Estados Unidos;120.0
2936;1982;Mestrado;Casado;23661.0;1;0;2020-04-12;2020;4;46;18;0;4;0;0;1;1;1;0;3;7;0;0;0;0;0;Não;Espanha;23.0
3665;1977;Segundo Grau;Casado;25315.0;1;0;2020-07-11;2020;7;46;1;9;8;11;3;22;3;3;0;3;8;0;0;0;0;0;Não;Estados Unidos;54.0
10888;1961;Curso Superior;Solteiro;45938.0;0;0;2020-03-11;2020;3;46;273;11;178;62;83;29;2;8;4;6;6;0;0;0;0;0;Não;Portugal;636.0
6637;1988;Curso Superior;Solteiro;66951.0;0;0;2020-02-11;2020;2;46;277;162;305;173;76;124;1;3;4;7;1;0;0;0;0;0;Não;Argentina;1117.0
5077;1979;Curso Superior;Casado;77298.0;0;1;2020-02-11;2020;2;46;425;115;292;23;35;79;1;6;6;11;3;0;0;0;0;0;Não;Chile;969.0
6173;1979;Curso Superior;Casado;77298.0;0;1;2020-02-11;2020;2;46;425;115;292;23;35;79;1;6;6;11;3;0;0;0;0;0;Não;Estados Unidos;969.0
3969;1974;Mestrado;Casado;43018.0;0;1;2020-01-11;2020;1;46;35;4;17;7;6;64;1;2;2;2;5;0;0;0;0;0;Não;Alemanha;133.0
4580;1969;Curso Superior;Solteiro;75759.0;0;0;2023-04-10;2023;4;46;1394;22;708;89;91;182;1;9;7;9;5;1;0;1;1;0;Sim;Espanha;2486.0
663;1989;Doutorado;Solteiro;33996.0;0;0;2020-11-09;2020;11;46;40;2;15;8;0;6;1;1;1;3;4;0;0;0;0;0;Não;Estados Unidos;71.0
8299;1989;Doutorado;Solteiro;33996.0;0;0;2020-11-09;2020;11;46;40;2;15;8;0;6;1;1;1;3;4;0;0;0;0;0;Não;Espanha;71.0
8945;1970;Curso Superior;Divorciado;54137.0;0;1;2023-01-08;2023;1;46;171;0;11;0;1;20;2;4;1;4;6;0;0;0;0;0;Não;Espanha;203.0
10870;1967;Curso Superior;Solteiro;61223.0;0;1;2023-07-06;2023;7;46;709;43;182;42;118;247;2;9;3;4;5;0;0;0;0;0;Não;Espanha;1341.0
1184;1968;Doutorado;Divorciado;69674.0;0;2;2023-04-05;2023;4;46;554;41;215;11;0;24;3;10;2;10;5;0;0;0;0;0;Não;Espanha;845.0
6141;1972;Mestrado;Solteiro;49494.0;1;0;2023-04-04;2023;4;46;191;9;97;0;6;82;2;6;1;5;7;0;0;0;0;0;Não;Chile;385.0
8825;1962;Curso Superior;Casado;51195.0;1;1;2020-01-04;2020;1;46;230;14;156;82;24;58;8;9;2;5;8;0;0;0;0;0;Não;Espanha;564.0
2217;1975;Segundo Grau;Solteiro;37284.0;1;1;2023-07-03;2023;7;46;11;1;2;2;1;6;1;0;0;3;6;0;0;0;0;0;Não;Argentina;23.0
4102;1975;Segundo Grau;Solteiro;37284.0;1;1;2023-07-03;2023;7;46;11;1;2;2;1;6;1;0;0;3;6;0;0;0;0;0;Não;Estados Unidos;23.0
4653;1978;Curso Superior;Casado;42011.0;1;0;2023-03-03;2023;3;46;131;0;16;2;1;39;4;3;1;4;8;0;0;0;0;0;Não;Espanha;189.0
10092;1954;Curso Superior;Divorciado;70044.0;0;1;2022-05-02;2022;5;46;1073;0;250;153;14;14;4;7;10;5;5;0;0;0;0;0;Não;Estados Unidos;1504.0
5788;1972;Curso Superior;Casado;46053.0;1;0;2023-02-02;2023;2;46;56;10;92;19;7;25;3;3;2;4;5;0;0;0;0;0;Não;Alemanha;209.0
4669;1981;Primeiro Grau;Solteiro;24480.0;1;0;2020-11-02;2020;11;46;4;19;9;28;25;17;3;3;0;4;7;0;0;0;0;0;Não;Espanha;102.0
6295;1977;Curso Superior;Solteiro;54233.0;0;1;2020-04-02;2020;4;46;652;8;158;21;0;142;4;11;6;5;8;0;0;0;0;0;Não;Estados Unidos;981.0
7453;1954;Curso Superior;Solteiro;36130.0;0;1;2020-02-02;2020;2;46;157;43;127;68;56;37;6;3;8;4;4;1;0;0;0;0;Sim;Estados Unidos;488.0
10841;1975;Doutorado;Casado;56559.0;0;1;2022-04-12;2022;4;46;226;22;133;41;31;31;3;4;3;8;4;0;0;0;0;0;Não;Estados Unidos;484.0
821;1992;Mestrado;Solteiro;92859.0;0;0;2022-04-10;2022;4;46;962;61;921;52;61;20;1;5;4;12;2;0;0;0;0;0;Não;Chile;2077.0
3933;1980;Curso Superior;Casado;44010.0;1;0;2022-07-10;2022;7;46;186;36;234;86;72;48;6;10;2;6;9;0;0;0;0;0;Não;Espanha;662.0
1225;1963;Curso Superior;Solteiro;80124.0;0;0;2021-03-06;2021;3;47;483;84;398;205;84;241;1;3;7;8;1;1;0;0;0;0;Não;Espanha;1495.0
7059;1963;Curso Superior;Solteiro;80124.0;0;0;2021-03-06;2021;3;47;483;84;398;205;84;241;1;3;7;8;1;1;0;0;0;0;Não;Estados Unidos;1495.0
5633;1980;Curso Superior;Solteiro;50183.0;1;1;2021-04-06;2021;4;47;97;12;84;13;10;15;7;3;1;6;5;0;0;0;0;0;Não;Espanha;231.0
843;1971;Curso Superior;Solteiro;64722.0;1;0;2021-03-05;2021;3;47;303;0;280;60;147;15;4;8;2;11;6;0;0;0;0;0;Não;Estados Unidos;805.0
6211;1976;Doutorado;Casado;37395.0;1;0;2018-02-05;2018;2;47;18;0;9;0;1;11;1;1;0;3;6;0;0;0;0;0;Não;Estados Unidos;39.0
7007;1968;Mestrado;Solteiro;29543.0;2;0;2018-01-04;2018;1;47;17;3;18;3;4;18;2;3;1;2;7;0;0;0;0;0;Não;Estados Unidos;63.0
9671;1968;Curso Superior;Solteiro;19514.0;1;1;2021-03-01;2021;3;47;14;3;21;2;1;28;4;3;1;2;8;1;0;0;0;0;Sim;Estados Unidos;69.0
8975;1968;Curso Superior;Solteiro;19514.0;1;1;2021-03-01;2021;3;47;14;3;21;2;1;28;4;3;1;2;8;1;0;0;0;0;Não;Estados Unidos;69.0
6616;1975;Curso Superior;Casado;59481.0;0;1;2023-04-10;2023;4;47;178;3;85;71;66;58;2;3;3;8;2;0;0;0;0;0;Não;Estados Unidos;461.0
6248;1947;Mestrado;Solteiro;91712.0;0;0;2023-02-10;2023;2;47;1276;24;746;94;29;48;0;9;7;11;3;0;0;1;0;0;Sim;Estados Unidos;2217.0
7428;1975;Curso Superior;Casado;80144.0;0;0;2023-02-09;2023;2;47;240;132;445;250;192;108;1;3;7;8;1;0;0;0;0;0;Não;Brasil;1367.0
3075;1972;Doutorado;Solteiro;59973.0;0;0;2020-11-09;2020;11;47;130;30;168;20;34;0;1;3;4;7;1;0;0;0;0;0;Não;Estados Unidos;382.0
2937;1974;Doutorado;Solteiro;68352.0;0;1;2023-01-08;2023;1;47;614;16;132;43;33;33;3;8;5;9;6;0;0;0;0;0;Não;Chile;871.0
203;1975;Mestrado;Solteiro;81169.0;0;0;2023-02-04;2023;2;47;1288;20;613;80;61;27;1;5;7;9;2;0;0;0;0;0;Não;Estados Unidos;2089.0
2021;1975;Curso Superior;Solteiro;61456.0;0;1;2023-03-03;2023;3;47;563;76;384;84;192;89;4;6;10;13;4;0;0;0;0;0;Não;Estados Unidos;1388.0
880;1966;Primeiro Grau;Casado;22634.0;0;0;2023-01-01;2023;1;47;2;23;11;8;6;46;1;2;1;2;8;0;0;0;0;0;Não;Estados Unidos;96.0
524;1966;Primeiro Grau;Casado;22634.0;0;0;2023-01-01;2023;1;47;2;23;11;8;6;46;1;2;1;2;8;0;0;0;0;0;Não;Brasil;96.0
10837;1975;Curso Superior;Solteiro;23957.0;1;0;2022-03-10;2022;3;47;2;1;18;20;11;16;1;2;0;3;6;0;0;0;0;0;Sim;Chile;68.0
7011;1973;Curso Superior;Solteiro;33471.0;1;0;2019-04-10;2019;4;47;43;2;27;0;9;12;3;3;0;4;7;0;0;0;0;0;Não;Espanha;93.0
4184;1950;Doutorado;Casado;52157.0;0;1;2018-07-06;2018;7;48;189;2;29;3;2;40;2;3;2;5;4;0;0;0;0;0;Não;Estados Unidos;265.0
7679;1985;Doutorado;Solteiro;30298.0;0;0;2021-04-05;2021;4;48;6;3;12;6;1;0;1;1;1;3;3;0;0;0;0;0;Não;Estados Unidos;28.0
7485;1950;Doutorado;Divorciado;56551.0;1;1;2018-07-05;2018;7;48;67;4;32;17;2;16;3;2;1;4;4;0;0;0;0;0;Não;Espanha;138.0
7530;1950;Doutorado;Divorciado;56551.0;1;1;2018-07-05;2018;7;48;67;4;32;17;2;16;3;2;1;4;4;0;0;0;0;0;Não;Estados Unidos;138.0
4369;1957;Mestrado;Casado;65487.0;0;0;2018-10-01;2018;10;48;240;67;500;199;0;163;3;3;5;6;2;0;0;0;0;0;Não;Chile;1169.0
10652;1957;Mestrado;Casado;65487.0;0;0;2018-10-01;2018;10;48;240;67;500;199;0;163;3;3;5;6;2;0;0;0;0;0;Não;Chile;1169.0
286;1952;Curso Superior;Solteiro;44213.0;1;1;2023-07-11;2023;7;48;95;11;35;0;4;7;4;2;1;5;6;0;0;0;0;0;Não;Estados Unidos;152.0
5922;1974;Doutorado;Solteiro;40344.0;0;1;2023-07-10;2023;7;48;210;0;6;0;0;2;2;4;1;5;7;0;0;0;0;0;Não;Estados Unidos;218.0
7250;1978;Curso Superior;Casado;57867.0;1;0;2020-01-10;2020;1;48;344;35;178;15;23;17;7;7;2;9;6;0;0;0;0;0;Não;Chile;612.0
2478;1973;Curso Superior;Solteiro;25410.0;1;0;2023-08-08;2023;8;48;2;2;4;13;13;4;1;1;0;4;4;0;0;0;0;0;Não;Estados Unidos;38.0
1160;1970;Curso Superior;Solteiro;13260.0;1;1;2023-04-08;2023;4;48;9;4;17;10;2;7;4;3;0;3;8;0;0;0;0;0;Não;Estados Unidos;49.0
9214;1991;Curso Superior;Solteiro;42691.0;0;0;2023-01-08;2023;1;48;179;2;64;38;17;58;1;5;1;6;5;0;0;0;0;0;Não;Estados Unidos;358.0
273;1970;Mestrado;Solteiro;36138.0;1;1;2023-01-07;2023;1;48;130;0;16;0;0;5;5;3;1;4;7;0;1;0;0;0;Não;Alemanha;151.0
851;1972;Mestrado;Solteiro;57136.0;1;1;2020-09-07;2020;9;48;306;5;109;21;109;92;9;5;2;10;6;0;0;0;0;0;Não;Chile;642.0
9729;1955;Curso Superior;Divorciado;58275.0;1;1;2020-02-06;2020;2;48;189;10;253;56;43;64;6;8;2;7;7;0;0;0;0;0;Não;Alemanha;615.0
9665;1957;Doutorado;Divorciado;54237.0;0;1;2023-03-04;2023;3;48;267;3;30;4;0;57;4;5;2;5;6;0;0;0;0;0;Não;Espanha;361.0
2620;1974;Doutorado;Solteiro;34596.0;1;0;2023-07-04;2023;7;48;14;0;2;0;0;7;1;1;0;2;8;0;0;0;0;0;Sim;Espanha;23.0
8254;1974;Doutorado;Solteiro;34596.0;1;0;2023-07-04;2023;7;48;14;0;2;0;0;7;1;1;0;2;8;0;0;0;0;0;Não;Alemanha;23.0
3852;1961;Mestrado;Casado;74881.0;1;1;2020-08-03;2020;8;48;505;72;270;36;27;54;4;9;2;12;5;0;0;0;0;0;Não;Argentina;964.0
1000;1961;Mestrado;Casado;74881.0;1;1;2020-08-03;2020;8;48;505;72;270;36;27;54;4;9;2;12;5;0;0;0;0;0;Não;Estados Unidos;964.0
3099;1970;Curso Superior;Divorciado;44267.0;1;1;2023-04-02;2023;4;48;183;5;65;3;5;49;5;5;2;4;9;0;0;0;0;0;Não;Estados Unidos;310.0
6318;1988;Curso Superior;Solteiro;68487.0;0;0;2023-07-01;2023;7;48;758;12;385;33;89;89;1;9;7;13;4;0;0;0;0;0;Não;Chile;1366.0
5396;1988;Curso Superior;Solteiro;68487.0;0;0;2023-07-01;2023;7;48;758;12;385;33;89;89;1;9;7;13;4;0;0;0;0;0;Não;Brasil;1366.0
7966;1959;Curso Superior;Solteiro;80982.0;1;1;2020-08-01;2020;8;48;505;137;401;104;22;22;3;11;5;11;5;0;0;0;0;0;Não;Estados Unidos;1191.0
454;1980;Curso Superior;Casado;69508.0;1;0;2022-02-11;2022;2;48;824;32;162;42;32;43;2;11;4;11;6;0;0;0;0;0;Não;Espanha;1135.0
309;1961;Doutorado;Casado;63342.0;0;1;2022-03-10;2022;3;48;918;21;118;13;10;21;3;8;3;5;6;0;1;0;0;0;Não;Espanha;1101.0
3571;1961;Doutorado;Casado;63342.0;0;1;2022-03-10;2022;3;48;918;21;118;13;10;21;3;8;3;5;6;0;1;0;0;0;Sim;Estados Unidos;1101.0
8395;1961;Curso Superior;Solteiro;82014.0;0;0;2022-04-08;2022;4;48;980;37;265;35;163;31;1;3;6;12;6;0;0;0;0;0;Sim;Espanha;1511.0
2591;1959;Curso Superior;Divorciado;76320.0;0;1;2021-04-06;2021;4;49;526;35;214;69;53;35;2;6;3;4;2;0;0;0;0;0;Não;Portugal;932.0
1640;1954;Curso Superior;Divorciado;64587.0;1;1;2021-04-06;2021;4;49;66;0;16;0;6;20;2;1;1;4;3;0;0;0;0;0;Não;Estados Unidos;108.0
810;1975;Curso Superior;Solteiro;74190.0;0;1;2018-11-05;2018;11;49;151;81;86;168;91;64;2;4;2;11;2;0;0;0;0;0;Não;Estados Unidos;641.0
9423;1979;Mestrado;Solteiro;32765.0;1;0;2021-04-02;2021;4;49;13;3;17;7;3;3;2;2;0;4;5;0;0;0;0;0;Não;Estados Unidos;46.0
4345;1964;Segundo Grau;Solteiro;76555.0;1;1;2018-11-01;2018;11;49;5;1;9;2;0;4;1;1;0;2;7;0;0;0;0;0;Não;Brasil;21.0
89;1975;Segundo Grau;Solteiro;22212.0;1;0;2020-09-12;2020;9;49;5;9;20;6;8;21;2;2;0;4;6;0;0;0;0;0;Não;Espanha;69.0
5294;1989;Curso Superior;Solteiro;18358.0;1;0;2022-05-11;2022;5;49;6;8;19;16;4;4;3;3;0;4;7;0;0;0;0;0;Não;Estados Unidos;57.0
1321;1974;Curso Superior;Solteiro;26067.0;1;0;2020-04-11;2020;4;49;22;2;18;0;2;12;3;3;0;3;8;0;0;0;0;0;Não;Chile;56.0
2686;1969;Primeiro Grau;Casado;22390.0;0;0;2023-01-10;2023;1;49;0;1;4;15;1;5;1;1;0;2;7;0;0;0;0;0;Não;Brasil;26.0
1215;1978;Curso Superior;Casado;70440.0;0;0;2020-08-10;2020;8;49;690;117;499;76;102;88;1;5;10;7;3;0;0;0;1;0;Não;Estados Unidos;1572.0
9283;1978;Curso Superior;Solteiro;60199.0;1;2;2020-11-09;2020;11;49;8;1;7;2;0;0;1;0;0;3;4;0;0;0;0;0;Não;Chile;18.0
3120;1981;Curso Superior;Casado;38547.0;1;0;2023-01-08;2023;1;49;6;1;10;0;1;4;1;1;0;2;8;0;0;0;0;0;Não;Chile;22.0
5868;1980;Curso Superior;Solteiro;19107.0;1;0;2023-04-08;2023;4;49;2;4;9;10;5;16;2;1;0;3;7;0;0;0;0;0;Não;Chile;46.0
8143;1985;Doutorado;Solteiro;37929.0;0;0;2023-02-07;2023;2;49;202;2;46;3;2;10;2;4;2;5;7;0;1;0;1;0;Sim;Estados Unidos;265.0
